#DroneDeploy	2.75.0
#Flight Recorder
Session ID	5b15bcec1fae218a83b7e76a
Session Start	06/04/2018 22:29:00
#Device
Device Model	iPhone
Device User Interface Idiom	iPhone	0
Device Operating System	iOS	11.4
Device SSID
#Aircraft
Aircraft Model	Inspire 1 Pro
Aircraft Name	inspire pro
Aircraft Firmware	1.11.01.50
#Aircraft Battery
Full Charge Volume (mAh)	4287
Remaining Life (%)	83
Discharges	69
#Components
Battery Cells Number	6
Battery Serial Number	5381145250473
Battery Firmware	03.09.00.00
Flight Controller Serial Number
Flight Controller Firmware	02.04.20.50
Gimbal Firmware	01.31.01.67
Remote Control Serial Number	03LL264834
Remote Control Firmware	1.2.0.17
Camera Serial Number
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell 5 Voltage	Aircraft Battery Cell 6 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record 	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Device > Aircraft Distance - XY (ft)
06/04/2018 22:29:03	2.813		37.77177978532367	-122.4074720564078	2810	97	4158	-3207	24675	75	95	4186	4179	4185	4184	4182	4181	0	37.77182597077719	-122.4073950427103	0	0	52.8	0	0	0.2236942	-1.8	2.8	17	1	0	TakeOff	11	0	1	0.328084	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	96	0	0	51.40000152587891	Yaw Follow	2	0	0	0	95	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	95	89	190	8	3.543307	37.7717664	-122.4074496	1	1034	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	95	1	99.64936	95	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	27.90008798486179
06/04/2018 22:29:03	2.914		37.77177978532367	-122.4074720564078	2911	97	4158	-3207	24675	75	196	4186	4179	4185	4184	4182	4181	0	37.7718260955857	-122.4073950398591	0	0	52.8	0	0	0.2236942	-1.8	2.8	17	1	0	TakeOff	11	0	1	0.328084	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	70	0	0	51.40000152587891	Yaw Follow	2	0	0	0	70	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	70	89	291	8	3.543307	37.7717664	-122.4074496	1	70	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	196	1	99.64936	196	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	27.92816519089494
06/04/2018 22:29:03	3.013		37.77177978532367	-122.4074720564078	3010	97	4158	-3207	24675	75	296	4186	4179	4185	4184	4182	4181	0	37.7718260955857	-122.4073950398591	0	0	52.8	0	0	0.2236942	-1.8	2.8	17	1	0	TakeOff	11	0	1	0.328084	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	170	0	0	51.40000152587891	Yaw Follow	2	0	0	0	170	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	57	89	391	8	3.543307	37.7717664	-122.4074496	1	170	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	57	1	99.64936	57	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	27.92816519089494
06/04/2018 22:29:03	3.114		37.77177978532367	-122.4074720564078	3111	97	4158	-3207	24675	75	396	4186	4179	4185	4184	4182	4181	0	37.7718261326996	-122.4073949270743	0.2236942	0	51.8	0	0.2236942	0.2236942	-3.4	2.6	17	1	0	TakeOff	11	0	1	0.328084	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	56	0	0	51.40000152587891	Yaw Follow	2	0	0	0	270	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	57	89	491	8	3.543307	37.7717664	-122.4074496	1	270	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	56	1	99.64936	56	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	27.96231400554474
06/04/2018 22:29:03	3.213		37.77177978532367	-122.4074720564078	3210	97	4158	-3207	24675	75	496	4186	4179	4185	4184	4182	4181	0	37.77182614686354	-122.4073946576905	0.4473884	0	51.5	0	0.4473884	0	-5.100000000000001	1.5	17	1	0	TakeOff	11	0	1	0.328084	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	68	0	0	51.5	Yaw Follow	2	0	0	0	68	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	69	89	591	8	3.543307	37.7717664	-122.4074496	1	370	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	69	1	99.64936	69	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	28.02754358795496
06/04/2018 22:29:03	3.313		37.77177978532367	-122.4074720564078	3310	97	4158	-3207	24675	75	58	4128	4128	4091	4116	4134	4115	0	37.77182623008157	-122.407394404415	0.7073832	0	51.40000000000001	0.2236942	0.6710826	0	-6.800000000000001	0.6000000000000001	17	1	1	TakeOff	11	0	1	0.656168	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	57	0	0	51.5	Yaw Follow	2	0	0	0	55	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	58	89	690	8	3.543307	37.7717664	-122.4074496	1	469	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	57	1	99.64936	57	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	28.10424289394946
06/04/2018 22:29:03	3.413		37.77177978532367	-122.4074720564078	3410	97	4158	-3207	24675	75	159	4128	4128	4091	4116	4134	4115	0	37.7718264596926	-122.4073939661656	0.7073832	0	51.40000000000001	0.2236942	0.6710826	-0.2236942	-5.9	0.4	17	1	1	TakeOff	11	0	1	0.656168	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	20	0	0	51.5	Yaw Follow	2	0	0	0	20	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	20	89	791	8	3.543307	37.7717664	-122.4074496	1	570	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	20	1	99.64936	20	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	28.25573346744646
06/04/2018 22:29:03	3.514		37.77177978532367	-122.4074720564078	3511	97	4158	-3207	24675	75	259	4128	4128	4091	4116	4134	4115	0	37.77182663517222	-122.4073935073323	1.000391	0.328084	51.5	0.4473884	0.8947768	-0.2236942	-4.3	0.8	17	1	1	TakeOff	11	0	1	0.656168	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	20	0	0	51.5	Yaw Follow	2	0	0	0	20	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	21	89	891	8	3.543307	37.7717664	-122.4074496	1	670	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	20	1	99.64936	20	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	28.4001362237838
06/04/2018 22:29:04	3.613		37.77177978532367	-122.4074720564078	3610	97	4158	-3207	24675	75	359	4128	4128	4091	4116	4134	4115	0	37.77182663517222	-122.4073935073323	1.000391	0.328084	51.5	0.4473884	0.8947768	-0.2236942	-4.3	0.8	17	1	1	TakeOff	11	0	1	0.656168	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	120	0	0	51.5	Yaw Follow	2	0	0	0	119	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	121	89	991	8	3.543307	37.7717664	-122.4074496	1	770	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	120	1	99.64936	120	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	28.4001362237838
06/04/2018 22:29:04	3.714		37.77177978532367	-122.4074720564078	3711	97	4158	-3207	24675	75	18	4128	4128	4091	4116	4134	4115	0	37.77182737345557	-122.4073921250975	1.30435	0.328084	51.6	0.6710826	1.118471	-0.4473884	-0.7000000000000001	1.5	17	1	1	TakeOff	11	0	1	0.984252	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	19	0	0	51.5	Yaw Follow	2	0	0	0	18	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	18	89	20	8	3.543307	37.7717664	-122.4074496	1	870	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	19	1	99.64936	19	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	28.88106440124541
06/04/2018 22:29:04	3.813		37.77177978532367	-122.4074720564078	3810	97	4158	-3207	24675	75	118	4128	4128	4091	4116	4134	4115	0	37.77182790348972	-122.4073916086805	1.30435	0.656168	51.6	0.6710826	1.118471	-0.4473884	1	1.1	17	1	1	TakeOff	11	0	1	0.984252	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	20	0	0	51.5	Yaw Follow	2	0	0	0	19	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	19	89	119	8	3.543307	37.7717664	-122.4074496	1	19	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	20	1	99.64936	20	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	29.11636240120488
06/04/2018 22:29:04	3.914		37.77177978532367	-122.4074720564078	3911	97	4158	-3207	24675	75	218	4128	4128	4091	4116	4134	4115	0	37.77182818936484	-122.4073909826594	1.20463	0.656168	51.5	0.4473884	1.118471	-0.2236942	2.8	1.4	17	1	1	TakeOff	11	0	1	1.312336	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	19	0	0	51.5	Yaw Follow	2	0	0	0	19	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	19	89	220	8	3.543307	37.7717664	-122.4074496	1	120	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	19	1	99.64936	19	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	29.32354018243864
06/04/2018 22:29:04	4.014		37.77177978532367	-122.4074720564078	4011	97	4158	-3207	24675	75	318	4128	4128	4091	4116	4134	4115	0	37.77182861789196	-122.4073901541009	1.20463	0.656168	51.3	0.4473884	1.118471	-0.2236942	4.100000000000001	1.2	17	1	1	TakeOff	11	0	1	1.64042	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	31	0	0	51.5	Yaw Follow	2	0	0	0	31	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	31	89	320	8	3.543307	37.7717664	-122.4074496	1	220	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	32	1	99.64936	32	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	29.60874746424875
06/04/2018 22:29:04	4.113		37.77177978532367	-122.4074720564078	4110	97	4158	-3207	24675	75	418	4128	4128	4091	4116	4134	4115	0	37.7718289830289	-122.4073896695564	1.20463	0.656168	51.3	0.4473884	1.118471	-0.2236942	6.4	0.7000000000000001	17	1	1	TakeOff	11	0	1	1.64042	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	33	0	0	51.5	Yaw Follow	2	0	0	0	33	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	32	89	419	8	3.543307	37.7717664	-122.4074496	1	320	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	33	1	99.64936	33	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	29.80059775710628
06/04/2018 22:29:04	4.226		37.77177978532367	-122.4074720564078	4223	97	4158	-5670	23682	75	34	4128	4128	4091	4116	4134	4115	112	37.77182928346428	-122.4073889384026	0.9223148	0.656168	51.5	0.2236942	0.8947768	-0.2236942	7.800000000000001	0.2	17	1	1	TakeOff	11	0	1	1.64042	0	Very Strong	5	Fly Zone Airport	0	0	0	0	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	34	0	0	51.5	Yaw Follow	2	0	0	0	34	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	33	89	532	8	3.543307	37.7717664	-122.4074496	1	432	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	35	1	99.64936	35	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.03528248758804
06/04/2018 22:29:04	4.313		37.77177978532367	-122.4074720564078	4310	97	4158	-5670	23682	75	121	3941	3923	3957	3952	3853	3892	0	37.77182939931433	-122.4073884111982	0.8947768	0.984252	51.6	0	0.8947768	-0.2236942	8.200000000000001	-0.4	17	1	1	TakeOff	11	0	1	1.968504	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	22	0	0	51.5	Yaw Follow	2	0	0	0	21	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	21	89	620	8	3.543307	37.7717664	-122.4074496	1	520	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	22	1	99.64936	22	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.18255389804565
06/04/2018 22:29:04	4.414		37.77177978532367	-122.4074720564078	4411	97	4158	-5670	23682	75	221	3941	3923	3957	3952	3853	3892	0	37.77182959904296	-122.4073878280606	0.6710826	0.984252	51.6	0	0.6710826	-0.4473884	7.300000000000001	-1.1	17	1	1	TakeOff	11	0	1	1.968504	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	21	0	0	51.5	Yaw Follow	2	0	0	0	21	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	21	89	720	8	3.543307	37.7717664	-122.4074496	1	620	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	22	1	99.64936	22	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.36114474729835
06/04/2018 22:29:04	4.513		37.77177978532367	-122.4074720564078	4510	97	4158	-5670	23682	75	321	3941	3923	3957	3952	3853	3892	0	37.77182959904296	-122.4073878280606	0.6710826	0.984252	51.6	0	0.6710826	-0.4473884	7.300000000000001	-1.1	17	1	1	TakeOff	11	0	1	1.968504	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	121	0	0	51.5	Yaw Follow	2	0	0	0	121	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	120	89	820	8	3.543307	37.7717664	-122.4074496	1	720	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	121	1	99.64936	121	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.36114474729835
06/04/2018 22:29:05	4.614		37.77177978532367	-122.4074720564078	4611	97	4158	-5670	23682	75	421	3941	3923	3957	3952	3853	3892	0	37.77182931560422	-122.4073870350417	0.4473884	0.984252	51.5	0	0.4473884	-0.4473884	5.9	-2.3	17	1	1	TakeOff	11	0	1	2.624672	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	0	0	0	51.5	Yaw Follow	2	0	0	0	0	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	0	89	0	8	3.543307	37.7717664	-122.4074496	1	820	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	0	1	99.64936	0	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.48408666321527
06/04/2018 22:29:05	4.714		37.77177978532367	-122.4074720564078	4711	97	4158	-5670	23682	75	1	3941	3923	3957	3952	3853	3892	0	37.77182926393193	-122.4073866661675	0.4473884	1.312336	51.3	0	0.4473884	-0.4473884	5.2	-2.4	17	1	1	TakeOff	11	0	1	2.952756	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	2	0	0	51.5	Yaw Follow	2	0	0	0	2	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	1	89	100	8	3.543307	37.7717664	-122.4074496	1	920	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	2	1	99.64936	2	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.55901316904134
06/04/2018 22:29:05	4.814		37.77177978532367	-122.4074720564078	4811	97	4158	-5670	23682	75	102	3941	3923	3957	3952	3853	3892	0	37.77182926393193	-122.4073866661675	0.4473884	1.312336	51.3	0	0.4473884	-0.4473884	5.2	-2.4	17	1	1	TakeOff	11	0	1	2.952756	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	102	0	0	51.5	Yaw Follow	2	0	0	0	102	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	101	89	200	8	3.543307	37.7717664	-122.4074496	1	1020	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	102	1	99.64936	102	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.55901316904134
06/04/2018 22:29:05	4.914		37.77177978532367	-122.4074720564078	4911	97	4158	-5670	23682	75	202	3941	3923	3957	3952	3853	3892	0	37.77182897730921	-122.4073862939181	0.2236942	1.64042	51.40000000000001	0	0.2236942	-2.460636	5.2	-4	17	1	1	TakeOff	11	0	1	3.608924	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	94	0	0	51.5	Yaw Follow	2	0	0	0	95	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	94	89	300	8	3.543307	37.7717664	-122.4074496	1	94	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	94	1	99.64936	94	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.58474053271631
06/04/2018 22:29:05	5.014		37.77177978532367	-122.4074720564078	5011	97	4158	-5670	23682	75	302	3941	3923	3957	3952	3853	3892	0	37.77182882294358	-122.4073860660329	0.2236942	1.968504	51.40000000000001	0	0.2236942	-1.789554	5.9	-4.4	17	1	1	TakeOff	11	0	1	3.608924	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	94	0	0	51.5	Yaw Follow	2	0	0	0	94	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	94	89	400	8	3.543307	37.7717664	-122.4074496	1	194	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	94	1	99.64936	94	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.60532453982641
06/04/2018 22:29:05	5.113		37.77177978532367	-122.4074720564078	5110	97	4158	-5670	23682	75	401	3941	3923	3957	3952	3853	3892	0	37.77182888951494	-122.4073859562456	0	2.296588	51.3	0	0	-1.565859	6.4	-4.7	17	1	1	TakeOff	11	0	1	3.937008	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	94	0	0	51.5	Yaw Follow	2	0	0	0	95	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	95	89	500	8	3.543307	37.7717664	-122.4074496	1	294	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	95	1	99.64936	95	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.6452416104882
06/04/2018 22:29:05	5.214		37.77177978532367	-122.4074720564078	5211	97	4158	-5670	23682	75	501	3941	3923	3957	3952	3853	3892	0	37.77182869445009	-122.4073858691399	0	2.624672	51.2	0	0	-1.342165	6.2	-4.3	17	1	1	TakeOff	11	0	1	4.265092	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	71	0	0	51.5	Yaw Follow	2	0	0	0	71	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	71	89	600	8	3.543307	37.7717664	-122.4074496	1	394	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	71	1	99.64936	71	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.62432833405268
06/04/2018 22:29:05	5.314		37.77177978532367	-122.4074720564078	5311	97	4158	-17358	22551	75	73	3748	3740	3771	3765	3721	3747	0	37.77182872487894	-122.4073859617765	0.2236942	2.952756	51.40000000000001	0	-0.2236942	-1.118471	5.5	-3.8	17	1	1	F-GPS	6	0	1	4.593176	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	0	0	0	15	10	0	0	0	72	0	0	51.5	Yaw Follow	2	0	0	0	171	1	Deployed	1	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	73	89	700	8	3.543307	37.7717664	-122.4074496	1	494	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	72	1	99.64936	72	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	30.60899927984362
